"11","1994990482","DKN宇","DKN宇","11","5","北京 朝阳区","不愿一生平凡",,"http://tp3.sinaimg.cn/1994990482/50/5645019687/1",,"m","92","116","76","0","2011-03-12 00:42:13","f",NULL,"t","f","t","http://tp3.sinaimg.cn/1994990482/180/5645019687/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"12","3040454492","浙江秋梅食品有限公司_","浙江秋梅食品有限公司_","65","27","新疆 博尔塔拉",,,"http://tp1.sinaimg.cn/3040454492/50/5645257716/1",,"m","1","168","0","0","2012-10-15 16:40:14","f",NULL,"t","f","t","http://tp1.sinaimg.cn/3040454492/180/5645257716/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"13","2361702011","leegrace","leegrace","11","1000","北京","主耶稣爱我，圣书上告诉我",,"http://tp4.sinaimg.cn/2361702011/50/5639530165/0",,"f","561","1432","1742","30","2011-09-16 13:16:18","f",NULL,"t","f","t","http://tp4.sinaimg.cn/2361702011/180/5639530165/0",,"0","zh-cn",,"220","2012-11-06 21:34:14"
"14","2945889530","萨拉_木____","萨拉_木____","51","3","四川 自贡",,,"http://tp3.sinaimg.cn/2945889530/50/40004484255/1",,"m","26","600","1","0","2012-08-11 12:26:21","f",NULL,"t","f","t","http://tp3.sinaimg.cn/2945889530/180/40004484255/1",,"0","zh-cn",,"8","2012-11-06 21:34:14"
"15","1677541510","Abbo_数据分析","Abbo_数据分析","43","1","湖南 长沙","商业数据分析_数据熊猫论坛：www.datapanda.net（私信开放，求广泛交流，共同学习）","http://blog.datapanda.net/","http://tp3.sinaimg.cn/1677541510/50/5634216953/1","lande","m","6928","376","1823","30","2010-01-02 20:57:55","f",NULL,"t","f","t","http://tp3.sinaimg.cn/1677541510/180/5634216953/1",,"0","zh-cn","328966783","220","2012-11-06 21:34:14"
"16","2991029747","超级小逸公馆","超级小逸公馆","33","1000","浙江",,,"http://tp4.sinaimg.cn/2991029747/50/5644804249/0",,"f","2","20","0","0","2012-10-10 10:42:03","f",NULL,"t","f","t","http://tp4.sinaimg.cn/2991029747/180/5644804249/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"17","1476544084","quickbundle","quickbundle","11","5","北京 朝阳区","用友码农-白小勇 | 开源项目-quickbundle平台","http://blog.sina.com.cn/quickbundle","http://tp1.sinaimg.cn/1476544084/50/5638371439/1","quickbundle","m","302","1001","556","10","2011-01-28 09:10:21","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1476544084/180/5638371439/1",,"0","zh-cn",,"220","2012-11-06 21:34:14"
"18","2984468137","手机用户2984468137","手机用户2984468137","50","1000","重庆",,,"http://tp2.sinaimg.cn/2984468137/50/0/1",,"m","0","20","0","0","2012-10-08 07:12:23","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2984468137/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"19","2963467171","手机用户2963467171","手机用户2963467171","44","1000","广东",,,"http://tp4.sinaimg.cn/2963467171/50/0/1",,"m","0","19","0","0","2012-09-28 07:11:03","f",NULL,"t","f","t","http://tp4.sinaimg.cn/2963467171/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"20","2960776793","手机用户2960776793","手机用户2960776793","36","1000","江西",,,"http://tp2.sinaimg.cn/2960776793/50/0/1",,"m","1","20","0","0","2012-09-26 22:41:02","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2960776793/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"21","1971120431","李张鲁","李张鲁","11","1000","北京","@China Growth Capital.我们帮助创业者成功。欢迎将商业计划发至 zhangluli (at) ChinaGrowthCapital.com 本人爱公益支持宜农贷& ABC美好社会咨询社。",,"http://tp4.sinaimg.cn/1971120431/50/5614232922/1","dennisroudenko","m","1033","864","537","2","2011-02-15 19:38:56","f",NULL,"t","t","t","http://tp4.sinaimg.cn/1971120431/180/5614232922/1","华创资本分析师李张鲁Dennis Roudenko.","0","zh-cn",,"0","2012-11-06 21:34:14"
"22","2825332700","潶白釦子","潶白釦子","35","5","福建 泉州",,,"http://tp1.sinaimg.cn/2825332700/50/40000352380/0",,"f","351","679","146","0","2012-06-06 20:11:14","t",NULL,"t","f","t","http://tp1.sinaimg.cn/2825332700/180/40000352380/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"23","1700569181","周一新Newone","周一新Newone","44","4","广东 珠海","信息管理专业，在BI商业智能的道路奔跑着","http://www.Yixin.Me","http://tp2.sinaimg.cn/1700569181/50/5607261183/1","asunchou","m","800","469","1428","327","2010-05-02 14:52:33","f",NULL,"t","f","t","http://tp2.sinaimg.cn/1700569181/180/5607261183/1",,"0","zh-cn","178901021","220","2012-11-06 21:34:14"
"24","1731913205","默默我喜欢闷油瓶咋地吧","默默我喜欢闷油瓶咋地吧","11","5","北京 朝阳区","IT软件 互联网行业招聘； 豆瓣控；魔兽控； 天然呆控；英伦控；韩寒控；不理人控；超市瞎逛控；晚上做公交控；突变控；忧郁控；旺仔牛奶控...",,"http://tp2.sinaimg.cn/1731913205/50/5637502851/0",,"f","502","297","4532","295","2010-04-19 09:06:54","f",NULL,"t","f","t","http://tp2.sinaimg.cn/1731913205/180/5637502851/0",,"0","zh-cn",,"220","2012-11-06 21:34:14"
"25","1601419917","Bagel","Bagel","31","4","上海 徐汇区","printf(""hello, world\n"");","http://blog.sina.com.cn/bagel2","http://tp2.sinaimg.cn/1601419917/50/5610528893/1",,"m","155","320","683","26","2010-02-09 22:47:24","f",NULL,"t","f","t","http://tp2.sinaimg.cn/1601419917/180/5610528893/1",,"0","zh-cn",,"220","2012-11-06 21:34:14"
"26","1884178084","兔非非小姐","兔非非小姐","400","19","海外 德国","来这里的频率已经远远高出开心和其他论坛了~~~","http://www.honeysophy.poco.cn","http://tp1.sinaimg.cn/1884178084/50/5639662300/0","honeysophy","f","711","311","1426","2","2010-11-27 03:37:13","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1884178084/180/5639662300/0",,"0","zh-cn",,"220","2012-11-06 21:34:14"
"27","2406612615","infoq猎头","infoq猎头","11","8","北京 海淀区",,,"http://tp4.sinaimg.cn/2406612615/50/5640759103/1",,"m","837","1978","65","0","2011-10-12 00:44:36","f",NULL,"t","f","t","http://tp4.sinaimg.cn/2406612615/180/5640759103/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"28","1822639887","张磊-机器学习","张磊-机器学习","11","5","北京 朝阳区","热爱机器学习 投身机器学习","http://www.cnblogs.com/vivounicorn","http://tp4.sinaimg.cn/1822639887/50/5625582398/1","vivounicorn","m","1166","743","876","446","2010-09-22 18:49:53","f",NULL,"t","f","f","http://tp4.sinaimg.cn/1822639887/180/5625582398/1",,"0","zh-cn","312638880","220","2012-11-06 21:34:14"
"29","1975636367","IT猎头Iris王","IT猎头Iris王","11","5","北京 朝阳区","05年踏上职业生涯，专注于IT互联网行业的猎头顾问！！！职位发布博客http://blog.163.com/wxx0804/","http://wxx0804.blog.163.com/","http://tp4.sinaimg.cn/1975636367/50/5641023754/0","itiris","f","1170","886","1996","2","2011-02-18 12:02:53","f",NULL,"t","f","f","http://tp4.sinaimg.cn/1975636367/180/5641023754/0",,"0","zh-cn",,"220","2012-11-06 21:34:14"
"30","2937385017","手机用户2937385017","手机用户2937385017","44","1000","广东",,,"http://tp2.sinaimg.cn/2937385017/50/0/0",,"f","0","32","1","0","2012-09-03 09:59:27","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2937385017/180/0/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"31","2922625081","ChinaHadoop","ChinaHadoop","100","1000","其他","抠抠裙：64752203。 欢迎大家来到中国最专业的Hadoop社区。 欢迎同行分享干货（案例解析、思路碰撞、技巧围观、前沿趋势、报告文档、行业新闻等）。",,"http://tp2.sinaimg.cn/2922625081/50/5642382688/1","chinahadoop","m","11858","1895","128","65","2012-08-16 15:03:08","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2922625081/180/5642382688/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"32","1618654893","人肉丁","人肉丁","11","5","北京 朝阳区","失去灵魂的设计傀儡。不诠释自己的行尸走肉 。",,"http://tp2.sinaimg.cn/1618654893/50/5641311299/1","xdingding","m","373","521","127","15","2010-06-25 14:58:43","f",NULL,"t","f","t","http://tp2.sinaimg.cn/1618654893/180/5641311299/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"33","1965034303","georgewangcn01","georgewangcn01","33","1","浙江 杭州","怀大爱心，做小事情",,"http://tp4.sinaimg.cn/1965034303/50/5630052273/1",,"m","95","336","512","203","2011-02-12 16:55:18","f",NULL,"t","f","t","http://tp4.sinaimg.cn/1965034303/180/5630052273/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"34","2814649783","机器学习与海量数据处理咨询","机器学习与海量数据处理咨询","11","8","北京 海淀区","机器学期、数据挖掘、海量数据处理、自然语言处理、搜索推荐、C++、Python培训",,"http://tp4.sinaimg.cn/2814649783/50/5638838203/1",,"m","322","577","33","0","2012-08-02 09:24:58","f",NULL,"t","f","t","http://tp4.sinaimg.cn/2814649783/180/5638838203/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"35","2881605154","张晓慧010","张晓慧010","11","8","北京 海淀区","我就是我，独一无二",,"http://tp3.sinaimg.cn/2881605154/50/5638506700/0",,"f","2853","1019","8","0","2012-07-27 05:25:02","f",NULL,"t","f","t","http://tp3.sinaimg.cn/2881605154/180/5638506700/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"36","2811643853","白羊天天乐","白羊天天乐","14","8","山西 运城","www.mljdgw.com",,"http://tp2.sinaimg.cn/2811643853/50/0/1",,"m","39","247","48","11","2012-07-29 15:51:34","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2811643853/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"37","1849426055","何大美","何大美","11","1000","北京","fly. 淘宝店铺 http://thousand-surface.taobao.com","http://blog.sina.com.cn/sunnyheyy","http://tp4.sinaimg.cn/1849426055/50/5620018237/0",,"f","14391","459","1157","0","2010-11-06 12:45:09","t",NULL,"t","f","t","http://tp4.sinaimg.cn/1849426055/180/5620018237/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"38","1087932331","数据挖掘-Jackie","数据挖掘-Jackie","12","6","天津 红桥区","漫漫程序人生路！ 关注数据，挖掘知识！","http://blog.sina.com.cn/u/dafei1288","http://tp4.sinaimg.cn/1087932331/50/5619714193/1","dafei1288","m","253","422","1001","21","2011-02-16 23:55:17","f",NULL,"t","f","t","http://tp4.sinaimg.cn/1087932331/180/5619714193/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"39","1627703692","Chada","Chada","11","1000","北京","私信开放。@LEAD阳光 义工。 @iChada 在Twitter，Charles Chiu在Facebook。","http://facebook.com/chada","http://tp1.sinaimg.cn/1627703692/50/5640158465/1","chada","m","680","170","1592","3","2009-08-27 12:50:21","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1627703692/180/5640158465/1",,"0","zh-cn","330463712","-1","2012-11-06 21:34:14"
"40","2822394613","长沙美食地盘","长沙美食地盘","43","1","湖南 长沙","长沙人的微博，长沙资讯平台，第一时间播报长沙新闻，带你走进长沙人不知道的长沙事。",,"http://tp2.sinaimg.cn/2822394613/50/5639477611/0",,"f","2524","1825","28","0","2012-08-09 19:03:45","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2822394613/180/5639477611/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"41","1951509054","应用性能监控","应用性能监控","11","6","北京 丰台区","专注于Java,数据库，应用等性能管理与监控技术。",,"http://tp3.sinaimg.cn/1951509054/50/5601191590/1","innovatetech","m","255","699","111","0","2011-05-20 17:26:24","f",NULL,"t","f","f","http://tp3.sinaimg.cn/1951509054/180/5601191590/1",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"42","2010103014","潘小宇同学","潘小宇同学","11","12","北京 通州区","AB双子女，IT女民工，内心小文艺，外在小狂野",,"http://tp3.sinaimg.cn/2010103014/50/5628754490/0","py355998","f","220","265","613","39","2011-03-15 10:21:57","f",NULL,"t","f","f","http://tp3.sinaimg.cn/2010103014/180/5628754490/0",,"0","zh-cn",,"220","2012-11-06 21:34:14"
"43","2814648147","培乐园李老师","培乐园李老师","11","8","北京 海淀区","海量数据处理，云计算，机器学习，Linux,python..培训 http://www.peileyuan.com/",,"http://tp4.sinaimg.cn/2814648147/50/5638838195/0",,"f","132","1084","40","0","2012-08-02 09:22:26","f",NULL,"t","f","t","http://tp4.sinaimg.cn/2814648147/180/5638838195/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"44","1741163093","性格挖掘","性格挖掘","44","1","广东 广州",,,"http://tp2.sinaimg.cn/1741163093/50/0/0",,"f","12","1629","11","0","2010-05-13 18:10:46","f",NULL,"t","f","t","http://tp2.sinaimg.cn/1741163093/180/0/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"45","1237732082","钢铁小狗熊","钢铁小狗熊","11","8","北京 海淀区",,,"http://tp3.sinaimg.cn/1237732082/50/1300690849/0",,"f","39","71","42","15","2010-10-19 09:48:52","f",NULL,"t","f","t","http://tp3.sinaimg.cn/1237732082/180/1300690849/0",,"0","zh-cn",,"-1","2012-11-06 21:34:14"
"46","2267054803","培乐园","培乐园","11","8","北京 海淀区","培乐园搜索推荐、海量数据处理公开课免费试听活动正在预报名进行中，欢迎大家登录www.peileyuan.com踊跃报名参加！",,"http://tp4.sinaimg.cn/2267054803/50/5627438738/0","peileyuantechtrain","f","6582","1905","363","14","2011-07-25 10:42:14","f",NULL,"t","t","t","http://tp4.sinaimg.cn/2267054803/180/5627438738/0","培乐园官方微博","0","zh-cn",,"2","2012-11-06 21:34:14"
"47","1909155020","嘿姆嘿姆Patrick","嘿姆嘿姆Patrick","11","5","北京 朝阳区",,,"http://tp1.sinaimg.cn/1909155020/50/5620140295/1","codejunkie","m","151","593","1603","85","2010-12-27 00:39:56","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1909155020/180/5620140295/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"48","1406584204","冯楠_Nandin","冯楠_Nandin","11","7","北京 石景山区",,,"http://tp1.sinaimg.cn/1406584204/50/1298528914/1","fengnan520","m","384","448","1477","4","2010-11-12 08:45:02","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1406584204/180/1298528914/1",,"0","zh-cn",,"220","2012-11-06 21:34:15"
"49","2839159173","菜菜ai娜妞","菜菜ai娜妞","81","13","香港 北区",,,"http://tp2.sinaimg.cn/2839159173/50/5637568450/1",,"m","156","1040","4","0","2012-06-29 18:02:45","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2839159173/180/5637568450/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"50","2876040954","Angel丶皇朝","Angel丶皇朝","44","1","广东 广州",,,"http://tp3.sinaimg.cn/2876040954/50/0/1",,"m","2","44","0","0","2012-07-21 12:56:05","f",NULL,"t","f","t","http://tp3.sinaimg.cn/2876040954/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"51","1488245674","wangkxxe","wangkxxe","11","8","北京 海淀区",,,"http://tp3.sinaimg.cn/1488245674/50/5624016819/1","xxke","m","208","311","88","0","2011-03-22 11:18:39","f",NULL,"t","f","t","http://tp3.sinaimg.cn/1488245674/180/5624016819/1",,"0","zh-cn",,"220","2012-11-06 21:34:15"
"52","1614190324","吴邦刚","吴邦刚","42","1000","湖北","学生","http://blog.sina.com.cn/bangguowu","http://tp1.sinaimg.cn/1614190324/50/5615381068/1",,"m","480","421","361","6","2010-12-29 19:52:56","f",NULL,"t","f","f","http://tp1.sinaimg.cn/1614190324/180/5615381068/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"53","1448618602","幸星辉","幸星辉","11","5","北京 朝阳区",,,"http://tp3.sinaimg.cn/1448618602/50/5607270964/1","xingforever","m","518","454","0","230","2010-05-23 08:42:00","t",NULL,"t","f","t","http://tp3.sinaimg.cn/1448618602/180/5607270964/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"54","1879631591","夏夜星空下","夏夜星空下","33","1","浙江 杭州","数一数，学一学","http://blog.csdn.net/t_mec","http://tp4.sinaimg.cn/1879631591/50/5612346442/1",,"m","34","52","372","1","2010-12-02 00:15:02","f",NULL,"t","f","t","http://tp4.sinaimg.cn/1879631591/180/5612346442/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"55","2025746857","id786","id786","33","1","浙江 杭州",,,"http://tp2.sinaimg.cn/2025746857/50/0/1",,"m","84","56","984","416","2011-03-14 23:48:53","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2025746857/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"56","2372641722","linkagejwm","linkagejwm","32","1","江苏 南京",,,"http://tp3.sinaimg.cn/2372641722/50/0/1",,"m","3","35","7","0","2011-09-05 08:29:40","f",NULL,"t","f","t","http://tp3.sinaimg.cn/2372641722/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"57","1870829750","不了峰","不了峰","35","1","福建 福州","Oracle路上走到黑","http://hi.baidu.com/zhouyf344/home","http://tp3.sinaimg.cn/1870829750/50/5613260938/1","cityvigil","m","78","188","520","257","2011-04-12 10:30:06","f",NULL,"t","f","t","http://tp3.sinaimg.cn/1870829750/180/5613260938/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"58","1804359617","piliskys-霹雳火","piliskys-霹雳火","11","8","北京 海淀区","87340451 kettle交流群","http://space.itpub.net/134308/","http://tp2.sinaimg.cn/1804359617/50/5604582496/1","piliskys","m","80","41","56","1","2010-08-28 12:54:19","f",NULL,"t","f","t","http://tp2.sinaimg.cn/1804359617/180/5604582496/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"59","2534574014","无法阻止的真男人Bob","无法阻止的真男人Bob","11","3","北京 崇文区","你永远的僵尸粉儿-_-'''",,"http://tp3.sinaimg.cn/2534574014/50/5636250348/1",,"m","19","55","16","0","2011-11-29 22:52:53","f",NULL,"t","f","t","http://tp3.sinaimg.cn/2534574014/180/5636250348/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"60","1832392693","TonyDeng_邓涛","TonyDeng_邓涛","11","1000","北京",,,"http://tp2.sinaimg.cn/1832392693/50/1287328230/1","greedywolf","m","372","426","924","136","2010-10-17 22:55:56","f",NULL,"t","f","t","http://tp2.sinaimg.cn/1832392693/180/1287328230/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"61","1786117204","Jefffu2010","Jefffu2010","11","5","北京 朝阳区",,,"http://tp1.sinaimg.cn/1786117204/50/1300846923/1","jefffu2010","m","94","86","23","1","2010-08-05 14:43:04","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1786117204/180/1300846923/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"62","1730405580","岑永洪创投圈","岑永洪创投圈","11","8","北京 海淀区","创投圈 研发总监","http://cenyongh.wealink.com/","http://tp1.sinaimg.cn/1730405580/50/1279895435/1","cenyongh","m","1093","297","7048","216","2010-04-15 19:00:34","f",NULL,"t","t","t","http://tp1.sinaimg.cn/1730405580/180/1279895435/1","创投圈研发总监","0","zh-cn",,"0","2012-11-06 21:34:15"
"63","2193902201","遨游互联网_y9e","遨游互联网_y9e","14","1000","山西","90%的困难你现在想都没有想到，你都不知道那是困难!",,"http://tp2.sinaimg.cn/2193902201/50/5608632622/0",,"f","1792","1811","597","0","2011-06-23 16:18:22","f",NULL,"t","f","t","http://tp2.sinaimg.cn/2193902201/180/5608632622/0",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"64","1872491555","新心怡创意匠坊","新心怡创意匠坊","41","7","河南 新乡","创意，让快乐随心传播",,"http://tp4.sinaimg.cn/1872491555/50/5638082620/1",,"m","93","295","608","1","2012-05-07 13:37:48","f",NULL,"t","f","t","http://tp4.sinaimg.cn/1872491555/180/5638082620/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"65","1402140880","独角兽老头","独角兽老头","32","5","江苏 苏州",,"http://blog.sina.com.cn/u/1402140880","http://tp1.sinaimg.cn/1402140880/50/5606783355/1","solokingbo","m","367","609","2184","1","2011-04-06 11:44:16","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1402140880/180/5606783355/1",,"0","zh-cn","207086865","220","2012-11-06 21:34:15"
"66","1647668810","核动力贝贝","核动力贝贝","31","13","上海 宝山区",,,"http://tp3.sinaimg.cn/1647668810/50/39996553077/1","nuclearbeibei","m","100","437","799","50","2009-09-16 13:55:12","f",NULL,"t","f","t","http://tp3.sinaimg.cn/1647668810/180/39996553077/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"67","1282306521","还是磊哥","还是磊哥","11","8","北京 海淀区","清醒时做事，糊涂时读书，大怒时睡觉，独处时思考。","http://hala1999.com","http://tp2.sinaimg.cn/1282306521/50/5638255895/1",,"m","66","92","293","5","2009-10-11 23:32:33","f",NULL,"t","f","f","http://tp2.sinaimg.cn/1282306521/180/5638255895/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"68","1650725432","文非刀","文非刀","11","1","北京 东城区","圣人与天地民物同体，儒、佛、老、庄皆我之用，是之谓大道。",,"http://tp1.sinaimg.cn/1650725432/50/5617963877/1","wendaoview","m","382","319","3164","16702","2009-09-30 17:44:50","f",NULL,"t","f","f","http://tp1.sinaimg.cn/1650725432/180/5617963877/1",,"0","zh-cn",,"220","2012-11-06 21:34:15"
"69","2832993602","100rmbinfo","100rmbinfo","11","5","北京 朝阳区",,,"http://tp3.sinaimg.cn/2832993602/50/0/1",,"m","1","29","3","0","2012-06-13 16:01:41","f",NULL,"t","f","t","http://tp3.sinaimg.cn/2832993602/180/0/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"70","2745038311","猎头招聘社区","猎头招聘社区","12","1000","天津","我是猎头顾问，在工作上有什么能帮忙的随时联系我。我的言论仅代表我个人观点。",,"http://tp4.sinaimg.cn/2745038311/50/5633842905/0",,"f","161","843","128","22","2012-06-04 15:11:34","f",NULL,"t","f","t","http://tp4.sinaimg.cn/2745038311/180/5633842905/0",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"71","1936489364","张远之","张远之","11","1","北京 东城区","高山仰止，景行行止；虽不能至，心向往之。",,"http://tp1.sinaimg.cn/1936489364/50/1300691642/1","jinghangzhang","m","444","433","662","15","2011-02-11 23:55:32","f",NULL,"t","f","t","http://tp1.sinaimg.cn/1936489364/180/1300691642/1",,"0","zh-cn",,"220","2012-11-06 21:34:15"
"72","1603350691","maggie002002","maggie002002","11","5","北京 朝阳区","IT行业猎头顾问，搜索研发，数据挖掘，分布式，linux内核等职位，limei1914@hotmail.com，qq:804755154",,"http://tp4.sinaimg.cn/1603350691/50/1285466487/0","maggie002002","f","476","807","725","161","2010-06-02 16:25:35","f",NULL,"t","f","t","http://tp4.sinaimg.cn/1603350691/180/1285466487/0",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
"73","1910968275","刘陶亚","刘陶亚","11","1","北京 东城区",,,"http://tp4.sinaimg.cn/1910968275/50/5610803484/1",,"m","421","521","208","19","2011-01-03 22:44:04","f",NULL,"t","f","t","http://tp4.sinaimg.cn/1910968275/180/5610803484/1",,"0","zh-cn",,"-1","2012-11-06 21:34:15"
